id,Погибло,Погибло детей,Ранено,Ранено детей
490066734,0,0,0,0
490083492,0,0,0,0
490094583,0,0,0,0
490049121,0,0,0,0
490094934,0,0,0,0
490069067,0,0,0,0
490003746,0,0,0,0
490085003,0,0,0,0
490035976,0,0,0,0
490020018,0,0,0,0
490110357,0,0,0,0
490045652,0,0,0,0
490123553,0,0,0,0
490073053,0,0,0,0
490110851,0,0,0,0
490039229,0,0,0,0
490084755,0,0,0,0
490086467,0,0,0,0
490076223,0,0,0,0
490094951,0,0,0,0
490058517,0,0,0,0
490111043,0,0,0,0
490109977,0,0,0,0
490023641,0,0,0,0
490047256,0,0,0,0
490051698,0,0,0,0
490062874,0,0,0,0
490067696,0,0,0,0
490062871,0,0,0,0
490068818,0,0,0,0
490008692,0,0,0,0
490044054,0,0,0,0
490024390,0,0,0,0
490112921,0,0,0,0
490002289,0,0,0,0
490086842,0,0,0,0
490083604,0,0,0,0
490003959,0,0,0,0
490003207,0,0,0,0
490063276,0,0,0,0
490117439,0,0,0,0
490120325,0,0,0,0
490035839,0,0,0,0
490088972,0,0,0,0
490119472,0,0,0,0
490063208,0,0,0,0
490061634,0,0,0,0
490020958,0,0,0,0
490073362,0,0,0,0
490096382,0,0,0,0
490007351,0,0,0,0
490014376,0,0,0,0
490111194,0,0,0,0
490069279,0,0,0,0
490050175,0,0,0,0
490054017,0,0,0,0
490015815,0,0,0,0
490087377,0,0,0,0
490060576,0,0,0,0
490026216,0,0,0,0
490025935,0,0,0,0
490124553,0,0,0,0
490122331,0,0,0,0
490031474,0,0,0,0
490109143,0,0,0,0
490004497,0,0,0,0
490069042,0,0,0,0
490070285,0,0,0,0
490054284,0,0,0,0
490110745,0,0,0,0
490060453,0,0,0,0
490040709,0,0,0,0
490019605,0,0,0,0
490009099,0,0,0,0
490001614,0,0,0,0
490053729,0,0,0,0
490083944,0,0,0,0
490121185,0,0,0,0
490076968,0,0,0,0
490075223,0,0,0,0
490050125,0,0,0,0
490123079,0,0,0,0
490025391,0,0,0,0
490102403,0,0,0,0
490078159,0,0,0,0
490034137,0,0,0,0
490043260,0,0,0,0
490002114,0,0,0,0
490002959,0,0,0,0
490103267,0,0,0,0
490016503,0,0,0,0
490029296,0,0,0,0
490044468,0,0,0,0
490120622,0,0,0,0
490043150,0,0,0,0
490096887,0,0,0,0
490084942,0,0,0,0
490091653,0,0,0,0
490049858,0,0,0,0
490042451,0,0,0,0
490011816,0,0,0,0
490096587,0,0,0,0
490018597,0,0,0,0
490003196,0,0,0,0
490006213,0,0,0,0
490121586,0,0,0,0
490103109,0,0,0,0
490010531,0,0,0,0
490051476,0,0,0,0
490118189,0,0,0,0
490107272,0,0,0,0
490016288,0,0,0,0
490028812,0,0,0,0
490111126,0,0,0,0
490020232,0,0,0,0
490050315,0,0,0,0
490113281,0,0,0,0
490090920,0,0,0,0
490119435,0,0,0,0
490054054,0,0,0,0
490124102,0,0,0,0
490061500,0,0,0,0
490075353,0,0,0,0
490107545,0,0,0,0
490057373,0,0,0,0
490038763,0,0,0,0
490021852,0,0,0,0
490124141,0,0,0,0
490101819,0,0,0,0
490123529,0,0,0,0
490113086,0,0,0,0
490118287,0,0,0,0
490119910,0,0,0,0
490042431,0,0,0,0
490083917,0,0,0,0
490053684,0,0,0,0
490043130,0,0,0,0
490049704,0,0,0,0
490057451,0,0,0,0
490070472,0,0,0,0
490051725,0,0,0,0
490013752,0,0,0,0
490076513,0,0,0,0
490057502,0,0,0,0
490013414,0,0,0,0
490053514,0,0,0,0
490042017,0,0,0,0
490033191,0,0,0,0
490060446,0,0,0,0
490066064,0,0,0,0
490004242,0,0,0,0
490055467,0,0,0,0
490088691,0,0,0,0
490028469,0,0,0,0
490048320,0,0,0,0
490104549,0,0,0,0
490075368,0,0,0,0
490093027,0,0,0,0
490077739,0,0,0,0
490005376,0,0,0,0
490048995,0,0,0,0
490117045,0,0,0,0
490039188,0,0,0,0
490105602,0,0,0,0
490106433,0,0,0,0
490013094,0,0,0,0
490113691,0,0,0,0
490023517,0,0,0,0
490106617,0,0,0,0
490015421,0,0,0,0
490013316,0,0,0,0
490095187,0,0,0,0
490070865,0,0,0,0
490115180,0,0,0,0
490099997,0,0,0,0
490033345,0,0,0,0
490069476,0,0,0,0
490123198,0,0,0,0
490014895,0,0,0,0
490106933,0,0,0,0
490018463,0,0,0,0
490119580,0,0,0,0
490074122,0,0,0,0
490012303,0,0,0,0
490035335,0,0,0,0
490007062,0,0,0,0
490101701,0,0,0,0
490027490,0,0,0,0
490030790,0,0,0,0
490043553,0,0,0,0
490030591,0,0,0,0
490121174,0,0,0,0
490094446,0,0,0,0
490103566,0,0,0,0
490098785,0,0,0,0
490018855,0,0,0,0
490115145,0,0,0,0
490099711,0,0,0,0
490024124,0,0,0,0
490074795,0,0,0,0
490083269,0,0,0,0
490108330,0,0,0,0
490014239,0,0,0,0
490071291,0,0,0,0
490115112,0,0,0,0
490013696,0,0,0,0
490044538,0,0,0,0
490010280,0,0,0,0
490064621,0,0,0,0
490034064,0,0,0,0
490018337,0,0,0,0
490102258,0,0,0,0
490088264,0,0,0,0
490045797,0,0,0,0
490032312,0,0,0,0
490079517,0,0,0,0
490090689,0,0,0,0
490024459,0,0,0,0
490034026,0,0,0,0
490048760,0,0,0,0
490099449,0,0,0,0
490065413,0,0,0,0
490035115,0,0,0,0
490091274,0,0,0,0
490063425,0,0,0,0
490068588,0,0,0,0
490087455,0,0,0,0
490052534,0,0,0,0
490071480,0,0,0,0
490014930,0,0,0,0
490103081,0,0,0,0
490046660,0,0,0,0
490075491,0,0,0,0
490026083,0,0,0,0
490000972,0,0,0,0
490008054,0,0,0,0
490048470,0,0,0,0
490061475,0,0,0,0
490052123,0,0,0,0
490109037,0,0,0,0
490091690,0,0,0,0
490084832,0,0,0,0
490075153,0,0,0,0
490074160,0,0,0,0
490119606,0,0,0,0
490032153,0,0,0,0
490107532,0,0,0,0
490042181,0,0,0,0
490025364,0,0,0,0
490101583,0,0,0,0
490095058,0,0,0,0
490032563,0,0,0,0
490020612,0,0,0,0
490025353,0,0,0,0
490008425,0,0,0,0
490040065,0,0,0,0
490108658,0,0,0,0
490081089,0,0,0,0
490088815,0,0,0,0
490083716,0,0,0,0
490115438,0,0,0,0
490011663,0,0,0,0
490122601,0,0,0,0
490087194,0,0,0,0
490085725,0,0,0,0
490005170,0,0,0,0
490041964,0,0,0,0
490097584,0,0,0,0
490077960,0,0,0,0
490002723,0,0,0,0
490087163,0,0,0,0
490056911,0,0,0,0
490016309,0,0,0,0
490114376,0,0,0,0
490066451,0,0,0,0
490092803,0,0,0,0
490120026,0,0,0,0
490055235,0,0,0,0
490045319,0,0,0,0
490009156,0,0,0,0
490096682,0,0,0,0
490044390,0,0,0,0
490061593,0,0,0,0
490023353,0,0,0,0
490003453,0,0,0,0
490067048,0,0,0,0
490040267,0,0,0,0
490098201,0,0,0,0
490022511,0,0,0,0
490093972,0,0,0,0
490122411,0,0,0,0
490124457,0,0,0,0
490041044,0,0,0,0
490047323,0,0,0,0
490020533,0,0,0,0
490028922,0,0,0,0
490035312,0,0,0,0
490042233,0,0,0,0
490082655,0,0,0,0
490113460,0,0,0,0
490105168,0,0,0,0
490063302,0,0,0,0
490104024,0,0,0,0
490003896,0,0,0,0
490099230,0,0,0,0
490068573,0,0,0,0
490102121,0,0,0,0
490047570,0,0,0,0
490034279,0,0,0,0
490019515,0,0,0,0
490109521,0,0,0,0
490009937,0,0,0,0
490088584,0,0,0,0
490064327,0,0,0,0
490067852,0,0,0,0
490037568,0,0,0,0
490074770,0,0,0,0
490121147,0,0,0,0
490046036,0,0,0,0
490013528,0,0,0,0
490089820,0,0,0,0
490104847,0,0,0,0
490113034,0,0,0,0
490023995,0,0,0,0
490028388,0,0,0,0
490047783,0,0,0,0
490003715,0,0,0,0
490022459,0,0,0,0
490074865,0,0,0,0
490006685,0,0,0,0
490045594,0,0,0,0
490044616,0,0,0,0
490039855,0,0,0,0
490027163,0,0,0,0
490033953,0,0,0,0
490094858,0,0,0,0
490002928,0,0,0,0
490086989,0,0,0,0
490091816,0,0,0,0
490096345,0,0,0,0
490114246,0,0,0,0
490111353,0,0,0,0
490074508,0,0,0,0
490060143,0,0,0,0
490030423,0,0,0,0
490008630,0,0,0,0
490014926,0,0,0,0
490062907,0,0,0,0
490025382,0,0,0,0
490002146,0,0,0,0
490105964,0,0,0,0
490002344,0,0,0,0
490072404,0,0,0,0
490122038,0,0,0,0
490114431,0,0,0,0
490020686,0,0,0,0
490081955,0,0,0,0
490071989,0,0,0,0
490073519,0,0,0,0
490095359,0,0,0,0
490017178,0,0,0,0
490007003,0,0,0,0
490085461,0,0,0,0
490084613,0,0,0,0
490081138,0,0,0,0
490053073,0,0,0,0
490035016,0,0,0,0
490096830,0,0,0,0
490031800,0,0,0,0
490082492,0,0,0,0
490045857,0,0,0,0
490122543,0,0,0,0
490007032,0,0,0,0
490007742,0,0,0,0
490073746,0,0,0,0
490086601,0,0,0,0
490046922,0,0,0,0
490008678,0,0,0,0
490052751,0,0,0,0
490026804,0,0,0,0
490087244,0,0,0,0
490097610,0,0,0,0
490046959,0,0,0,0
490121463,0,0,0,0
490061734,0,0,0,0
490122564,0,0,0,0
490029525,0,0,0,0
490098031,0,0,0,0
490092627,0,0,0,0
490108279,0,0,0,0
490041003,0,0,0,0
490104252,0,0,0,0
490054655,0,0,0,0
490022794,0,0,0,0
490118820,0,0,0,0
490113369,0,0,0,0
490033598,0,0,0,0
490110084,0,0,0,0
490041916,0,0,0,0
490116746,0,0,0,0
490105180,0,0,0,0
490103289,0,0,0,0
490107293,0,0,0,0
490067135,0,0,0,0
490115868,0,0,0,0
490114189,0,0,0,0
490051365,0,0,0,0
490108948,0,0,0,0
490108439,0,0,0,0
490093985,0,0,0,0
490102450,0,0,0,0
490119808,0,0,0,0
490116159,0,0,0,0
490056411,0,0,0,0
490009348,0,0,0,0
490008682,0,0,0,0
490045762,0,0,0,0
490024898,0,0,0,0
490066373,0,0,0,0
490062401,0,0,0,0
490096895,0,0,0,0
490088175,0,0,0,0
490033209,0,0,0,0
490062258,0,0,0,0
490092732,0,0,0,0
490101088,0,0,0,0
490079140,0,0,0,0
490043957,0,0,0,0
490087989,0,0,0,0
490033241,0,0,0,0
490099643,0,0,0,0
490108048,0,0,0,0
490084908,0,0,0,0
490023702,0,0,0,0
490032206,0,0,0,0
490033672,0,0,0,0
490020576,0,0,0,0
490086849,0,0,0,0
490053447,0,0,0,0
490104347,0,0,0,0
490003060,0,0,0,0
490118071,0,0,0,0
490034239,0,0,0,0
490113413,0,0,0,0
490073166,0,0,0,0
490113474,0,0,0,0
490120387,0,0,0,0
490028874,0,0,0,0
490023337,0,0,0,0
490107214,0,0,0,0
490093346,0,0,0,0
490037044,0,0,0,0
490114031,0,0,0,0
490021344,0,0,0,0
490040427,0,0,0,0
490061489,0,0,0,0
490122721,0,0,0,0
490020055,0,0,0,0
490044081,0,0,0,0
490088026,0,0,0,0
490035389,0,0,0,0
490007261,0,0,0,0
490058438,0,0,0,0
490107311,0,0,0,0
490047359,0,0,0,0
490089355,0,0,0,0
490049198,0,0,0,0
490076362,0,0,0,0
490118625,0,0,0,0
490028944,0,0,0,0
490117098,0,0,0,0
490053503,0,0,0,0
490053663,0,0,0,0
490012711,0,0,0,0
490099279,0,0,0,0
490013086,0,0,0,0
490114281,0,0,0,0
490077577,0,0,0,0
490118768,0,0,0,0
490023867,0,0,0,0
490056956,0,0,0,0
490037707,0,0,0,0
490012868,0,0,0,0
490103097,0,0,0,0
490086300,0,0,0,0
490079130,0,0,0,0
490010944,0,0,0,0
490075629,0,0,0,0
490115652,0,0,0,0
490078977,0,0,0,0
490026477,0,0,0,0
490045976,0,0,0,0
490074466,0,0,0,0
490075122,0,0,0,0
490014038,0,0,0,0
490003312,0,0,0,0
490011123,0,0,0,0
490080677,0,0,0,0
490044420,0,0,0,0
490117482,0,0,0,0
490050244,0,0,0,0
490098059,0,0,0,0
490073507,0,0,0,0
490054870,0,0,0,0
490009720,0,0,0,0
490117900,0,0,0,0
490083198,0,0,0,0
490092604,0,0,0,0
490037772,0,0,0,0
490099161,0,0,0,0
490033940,0,0,0,0
490108409,0,0,0,0
490121652,0,0,0,0
490024308,0,0,0,0
490004765,0,0,0,0
490046860,0,0,0,0
490056429,0,0,0,0
490066213,0,0,0,0
490065050,0,0,0,0
490073481,0,0,0,0
490078103,0,0,0,0
490036790,0,0,0,0
490069450,0,0,0,0
490033137,0,0,0,0
490002765,0,0,0,0
490124399,0,0,0,0
490035255,0,0,0,0
490115604,0,0,0,0
490083846,0,0,0,0
490088395,0,0,0,0
490015240,0,0,0,0
490005803,0,0,0,0
490023719,0,0,0,0
490065131,0,0,0,0
490040789,0,0,0,0
490012327,0,0,0,0
490058114,0,0,0,0
490022862,0,0,0,0
490095332,0,0,0,0
490122326,0,0,0,0
490019547,0,0,0,0
490011336,0,0,0,0
490066395,0,0,0,0
490071327,0,0,0,0
490103624,0,0,0,0
490053352,0,0,0,0
490124271,0,0,0,0
490023921,0,0,0,0
490112835,0,0,0,0
490006305,0,0,0,0
490105930,0,0,0,0
490036845,0,0,0,0
490068943,0,0,0,0
490051945,0,0,0,0
490073957,0,0,0,0
490020614,0,0,0,0
490009637,0,0,0,0
490113503,0,0,0,0
490096187,0,0,0,0
490009067,0,0,0,0
490103014,0,0,0,0
490091979,0,0,0,0
490005734,0,0,0,0
490099683,0,0,0,0
490040639,0,0,0,0
490030411,0,0,0,0
490076922,0,0,0,0
490082034,0,0,0,0
490043972,0,0,0,0
490106240,0,0,0,0
490079786,0,0,0,0
490070833,0,0,0,0
490118020,0,0,0,0
490103627,0,0,0,0
490083548,0,0,0,0
490083408,0,0,0,0
490018185,0,0,0,0
490069652,0,0,0,0
490077284,0,0,0,0
490035353,0,0,0,0
490017811,0,0,0,0
490045759,0,0,0,0
490017428,0,0,0,0
490046419,0,0,0,0
490055187,0,0,0,0
490101484,0,0,0,0
490043386,0,0,0,0
490068584,0,0,0,0
490004785,0,0,0,0
490027884,0,0,0,0
490058577,0,0,0,0
490020368,0,0,0,0
490026265,0,0,0,0
490097649,0,0,0,0
490103560,0,0,0,0
490110435,0,0,0,0
490083170,0,0,0,0
490102854,0,0,0,0
490013787,0,0,0,0
490091704,0,0,0,0
490042107,0,0,0,0
490111487,0,0,0,0
490022482,0,0,0,0
490116623,0,0,0,0
490030064,0,0,0,0
490082955,0,0,0,0
490008513,0,0,0,0
490066960,0,0,0,0
490035539,0,0,0,0
490066787,0,0,0,0
490007662,0,0,0,0
490105045,0,0,0,0
490007002,0,0,0,0
490015151,0,0,0,0
490018705,0,0,0,0
490091919,0,0,0,0
490086796,0,0,0,0
490011178,0,0,0,0
490097599,0,0,0,0
490026183,0,0,0,0
490016375,0,0,0,0
490057700,0,0,0,0
490072203,0,0,0,0
490056084,0,0,0,0
490119453,0,0,0,0
490015352,0,0,0,0
490091853,0,0,0,0
490043818,0,0,0,0
490104887,0,0,0,0
490000945,0,0,0,0
490021926,0,0,0,0
490060051,0,0,0,0
490104789,0,0,0,0
490048883,0,0,0,0
490075838,0,0,0,0
490014348,0,0,0,0
490009653,0,0,0,0
490087552,0,0,0,0
490122510,0,0,0,0
490026096,0,0,0,0
490073084,0,0,0,0
490029220,0,0,0,0
490118878,0,0,0,0
490124813,0,0,0,0
490119789,0,0,0,0
490101459,0,0,0,0
490051845,0,0,0,0
490098255,0,0,0,0
490087031,0,0,0,0
490103954,0,0,0,0
490080092,0,0,0,0
490016086,0,0,0,0
490101995,0,0,0,0
490076141,0,0,0,0
490057378,0,0,0,0
490001460,0,0,0,0
490066500,0,0,0,0
490069583,0,0,0,0
490078616,0,0,0,0
490052853,0,0,0,0
490058880,0,0,0,0
490047699,0,0,0,0
490048780,0,0,0,0
490009121,0,0,0,0
490067566,0,0,0,0
490099340,0,0,0,0
490085550,0,0,0,0
490042537,0,0,0,0
490002469,0,0,0,0
490070031,0,0,0,0
490060829,0,0,0,0
490053917,0,0,0,0
490055845,0,0,0,0
490119448,0,0,0,0
490043647,0,0,0,0
490109616,0,0,0,0
490033944,0,0,0,0
490101810,0,0,0,0
490116425,0,0,0,0
490096883,0,0,0,0
490001505,0,0,0,0
490040165,0,0,0,0
490015382,0,0,0,0
490010185,0,0,0,0
490078198,0,0,0,0
490058827,0,0,0,0
490005767,0,0,0,0
490038802,0,0,0,0
490123266,0,0,0,0
490123731,0,0,0,0
490114767,0,0,0,0
490114684,0,0,0,0
490121074,0,0,0,0
490072676,0,0,0,0
490092285,0,0,0,0
490002683,0,0,0,0
490052439,0,0,0,0
490086983,0,0,0,0
490036970,0,0,0,0
490028617,0,0,0,0
490105153,0,0,0,0
490054243,0,0,0,0
490062425,0,0,0,0
490097816,0,0,0,0
490097555,0,0,0,0
490042469,0,0,0,0
490049924,0,0,0,0
490029403,0,0,0,0
490038865,0,0,0,0
490055320,0,0,0,0
490025388,0,0,0,0
490039286,0,0,0,0
490086438,0,0,0,0
490097475,0,0,0,0
490013166,0,0,0,0
490055599,0,0,0,0
490101259,0,0,0,0
490085226,0,0,0,0
490010776,0,0,0,0
490030397,0,0,0,0
490122318,0,0,0,0
490097517,0,0,0,0
490055740,0,0,0,0
490009625,0,0,0,0
490017563,0,0,0,0
490087667,0,0,0,0
490015412,0,0,0,0
490077722,0,0,0,0
490044879,0,0,0,0
490037816,0,0,0,0
490048366,0,0,0,0
490045828,0,0,0,0
490024548,0,0,0,0
490120580,0,0,0,0
490093673,0,0,0,0
490078865,0,0,0,0
490069094,0,0,0,0
490079030,0,0,0,0
490116653,0,0,0,0
490098197,0,0,0,0
490047022,0,0,0,0
490068715,0,0,0,0
490054579,0,0,0,0
490073730,0,0,0,0
490118333,0,0,0,0
490118916,0,0,0,0
490004550,0,0,0,0
490103163,0,0,0,0
490122298,0,0,0,0
490046021,0,0,0,0
490060900,0,0,0,0
490009222,0,0,0,0
490004191,0,0,0,0
490074909,0,0,0,0
490032969,0,0,0,0
490014409,0,0,0,0
490103911,0,0,0,0
490028386,0,0,0,0
490047270,0,0,0,0
490109450,0,0,0,0
490077229,0,0,0,0
490101016,0,0,0,0
490087625,0,0,0,0
490111867,0,0,0,0
490018471,0,0,0,0
490104881,0,0,0,0
490012497,0,0,0,0
490036986,0,0,0,0
490008111,0,0,0,0
490088771,0,0,0,0
490054626,0,0,0,0
490095783,0,0,0,0
490060638,0,0,0,0
490029387,0,0,0,0
490116829,0,0,0,0
490067663,0,0,0,0
490052407,0,0,0,0
490042442,0,0,0,0
490002173,0,0,0,0
490091452,0,0,0,0
490124906,0,0,0,0
490075061,0,0,0,0
490014177,0,0,0,0
490083833,0,0,0,0
490108225,0,0,0,0
490082770,0,0,0,0
490071961,0,0,0,0
490061973,0,0,0,0
490033355,0,0,0,0
490072665,0,0,0,0
490010108,0,0,0,0
490108926,0,0,0,0
490083451,0,0,0,0
490116904,0,0,0,0
490097028,0,0,0,0
490001439,0,0,0,0
490105450,0,0,0,0
490045523,0,0,0,0
490068276,0,0,0,0
490112173,0,0,0,0
490034409,0,0,0,0
490105893,0,0,0,0
490073251,0,0,0,0
490124117,0,0,0,0
490029044,0,0,0,0
490014278,0,0,0,0
490026276,0,0,0,0
490039636,0,0,0,0
490042813,0,0,0,0
490069029,0,0,0,0
490013846,0,0,0,0
490059809,0,0,0,0
490003426,0,0,0,0
490083212,0,0,0,0
490119697,0,0,0,0
490045281,0,0,0,0
490026796,0,0,0,0
490084597,0,0,0,0
490076629,0,0,0,0
490113845,0,0,0,0
490056528,0,0,0,0
490114976,0,0,0,0
490022571,0,0,0,0
490111060,0,0,0,0
490041313,0,0,0,0
490014429,0,0,0,0
490060769,0,0,0,0
490013035,0,0,0,0
490048478,0,0,0,0
490050305,0,0,0,0
490008296,0,0,0,0
490009190,0,0,0,0
490012962,0,0,0,0
490119046,0,0,0,0
490064074,0,0,0,0
490028661,0,0,0,0
490027633,0,0,0,0
490102662,0,0,0,0
490076701,0,0,0,0
490074789,0,0,0,0
490098366,0,0,0,0
490108321,0,0,0,0
490064539,0,0,0,0
490063312,0,0,0,0
490093459,0,0,0,0
490045019,0,0,0,0
490055397,0,0,0,0
490108998,0,0,0,0
490096448,0,0,0,0
490096839,0,0,0,0
490047975,0,0,0,0
490100092,0,0,0,0
490019993,0,0,0,0
490060985,0,0,0,0
490080528,0,0,0,0
490121696,0,0,0,0
490095454,0,0,0,0
490113548,0,0,0,0
490121052,0,0,0,0
490066576,0,0,0,0
490113727,0,0,0,0
490006414,0,0,0,0
490116262,0,0,0,0
490072742,0,0,0,0
490025163,0,0,0,0
490027341,0,0,0,0
490073026,0,0,0,0
490103770,0,0,0,0
490028377,0,0,0,0
490095499,0,0,0,0
490079612,0,0,0,0
490051959,0,0,0,0
490087210,0,0,0,0
490022843,0,0,0,0
490113433,0,0,0,0
490030761,0,0,0,0
490052912,0,0,0,0
490084641,0,0,0,0
490011067,0,0,0,0
490091908,0,0,0,0
490037953,0,0,0,0
490059388,0,0,0,0
490113142,0,0,0,0
490055221,0,0,0,0
490011833,0,0,0,0
490061112,0,0,0,0
490034998,0,0,0,0
490042078,0,0,0,0
490101055,0,0,0,0
490013181,0,0,0,0
490098735,0,0,0,0
490061642,0,0,0,0
490048430,0,0,0,0
490098317,0,0,0,0
490006984,0,0,0,0
490120840,0,0,0,0
490044389,0,0,0,0
490027021,0,0,0,0
490024325,0,0,0,0
490092372,0,0,0,0
490012971,0,0,0,0
490089729,0,0,0,0
490075616,0,0,0,0
490045162,0,0,0,0
490054095,0,0,0,0
490032554,0,0,0,0
490011805,0,0,0,0
490117285,0,0,0,0
490099673,0,0,0,0
490096888,0,0,0,0
490017254,0,0,0,0
490032690,0,0,0,0
490068151,0,0,0,0
490005791,0,0,0,0
490075003,0,0,0,0
490024640,0,0,0,0
490032205,0,0,0,0
490053624,0,0,0,0
490045511,0,0,0,0
490078296,0,0,0,0
490053249,0,0,0,0
490032632,0,0,0,0
490055198,0,0,0,0
490105915,0,0,0,0
490040208,0,0,0,0
490039263,0,0,0,0
490118954,0,0,0,0
490026113,0,0,0,0
490054958,0,0,0,0
490082288,0,0,0,0
490105664,0,0,0,0
490095880,0,0,0,0
490080646,0,0,0,0
490110905,0,0,0,0
490051010,0,0,0,0
490124494,0,0,0,0
490033382,0,0,0,0
490120179,0,0,0,0
490082867,0,0,0,0
490097114,0,0,0,0
490021480,0,0,0,0
490094981,0,0,0,0
490011469,0,0,0,0
490036381,0,0,0,0
490106642,0,0,0,0
490037386,0,0,0,0
490085587,0,0,0,0
490122320,0,0,0,0
490060117,0,0,0,0
490094776,0,0,0,0
490078166,0,0,0,0
490043074,0,0,0,0
490090719,0,0,0,0
490031547,0,0,0,0
490069250,0,0,0,0
490045641,0,0,0,0
490013019,0,0,0,0
490006582,0,0,0,0
490105483,0,0,0,0
490041083,0,0,0,0
490052840,0,0,0,0
490067802,0,0,0,0
490023009,0,0,0,0
490021838,0,0,0,0
490114116,0,0,0,0
490003808,0,0,0,0
490112116,0,0,0,0
490094430,0,0,0,0
490072380,0,0,0,0
490069722,0,0,0,0
490108595,0,0,0,0
490054492,0,0,0,0
490006667,0,0,0,0
490122286,0,0,0,0
490117673,0,0,0,0
490059478,0,0,0,0
490043539,0,0,0,0
490074633,0,0,0,0
490076239,0,0,0,0
490071420,0,0,0,0
490022528,0,0,0,0
490122747,0,0,0,0
490045094,0,0,0,0
490005701,0,0,0,0
490017426,0,0,0,0
490084875,0,0,0,0
490022068,0,0,0,0
490076747,0,0,0,0
490067126,0,0,0,0
490038921,0,0,0,0
490053651,0,0,0,0
490069492,0,0,0,0
490102602,0,0,0,0
490106354,0,0,0,0
490056478,0,0,0,0
490043373,0,0,0,0
490053682,0,0,0,0
490035338,0,0,0,0
490074680,0,0,0,0
490119045,0,0,0,0
490037366,0,0,0,0
490118332,0,0,0,0
490119552,0,0,0,0
490084910,0,0,0,0
490070793,0,0,0,0
490009826,0,0,0,0
490095062,0,0,0,0
490036494,0,0,0,0
490102888,0,0,0,0
490085573,0,0,0,0
490059630,0,0,0,0
490056527,0,0,0,0
490104402,0,0,0,0
490044313,0,0,0,0
490092010,0,0,0,0
490055544,0,0,0,0
490061479,0,0,0,0
490120931,0,0,0,0
490111613,0,0,0,0
490076978,0,0,0,0
490108272,0,0,0,0
490023104,0,0,0,0
490111363,0,0,0,0
490105389,0,0,0,0
490034599,0,0,0,0
490072401,0,0,0,0
490044736,0,0,0,0
490060923,0,0,0,0
490072682,0,0,0,0
490064025,0,0,0,0
490098216,0,0,0,0
490096310,0,0,0,0
490019847,0,0,0,0
490048155,0,0,0,0
490067435,0,0,0,0
490013195,0,0,0,0
490083055,0,0,0,0
490109005,0,0,0,0
490048235,0,0,0,0
490098329,0,0,0,0
490075705,0,0,0,0
490019293,0,0,0,0
490079388,0,0,0,0
490019053,0,0,0,0
490057142,0,0,0,0
490078511,0,0,0,0
490100139,0,0,0,0
490105728,0,0,0,0
490114112,0,0,0,0
490089412,0,0,0,0
490030195,0,0,0,0
490008736,0,0,0,0
490041153,0,0,0,0
490059366,0,0,0,0
